1663	开发	開發	kāifā	desarrollo	Development		开发	FALSE	
1664	开始	開始	kāishǐ	comenzar	start		开始	FALSE	
1665	开展	開展	kāizhǎn	desarrollar	Develop		开展	FALSE	
1666	开业	開業	kāi yè	iniciar negocios; abrir una práctica privada	start business; open a private practice		开业	FALSE	
1667	看起来	看起來	kàn qǐ lái	parece	look like		看起来	FALSE	
1668	看上去	看上去	kàn shàng qù	parecer	seem		看上去	FALSE	
1669	考验	考驗	kǎoyàn	prueba	test		考验	FALSE	
1670	可靠	可靠	kěkào	confiable	reliable		可靠	FALSE	
1671	科技	科技	kē jì	ciencia y tecnología	science and technology		科技	FALSE	
1672	客观	客觀	kèguān	objetivo	objective		客观	FALSE	
1673	可乐	可樂	kě lè	coca; reajuste salarial	coke; cola		可乐	FALSE	
1674	克服	克服	kèfú	superar	Overcome		克服	FALSE	
1675	空	空	kōng	vacío	empty		空	TRUE	
1676	课程	課程	kèchéng	plan de estudios	curriculum		课程	FALSE	
1677	空调	空調	kōngtiáo	aire acondicionado	Air conditioner		空调	FALSE	
1678	裤子	褲子	kùzi	pantalones	trousers		裤子	FALSE	
1679	空儿	空兒	kòngr	tiempo libre	free time		空儿	FALSE	
1680	快速	快速	kuài sù	rápido; alta velocidad	fast; high-speed		快速	FALSE	
1681	困	睏	kùn	somnoliento	sleepy		困	FALSE	
1682	困难	困難	kùnnán	dificultad	difficulty		困难	FALSE	
1683	恐怕	恐怕	kǒngpà	me temo que	I’m afraid		恐怕	FALSE	
1684	浪费	浪費	làngfèi	desperdiciar	Waste		浪费	FALSE	
1685	老百姓	老百姓	lǎobǎixìng	la gente común	Ordinary people		老百姓	FALSE	
1686	老板	老闆	lǎobǎn	jefe	Boss		老板	FALSE	
1687	老太太	老太太	lǎo tài tai	señora mayor	old lady		老太太	FALSE	
1688	老头儿	老頭兒	lǎo tóur	anciano	old man		老头儿	FALSE	
1689	乐	樂	lè	feliz; reír; alegre	happy; laugh; cheerful		乐	FALSE	
1690	乐观	樂觀	lèguān	optimista	optimistic		乐观	FALSE	
1691	类似	類似	lèisì	similar	Similar		类似	FALSE	
1692	离婚	離婚	líhūn	divorcio	divorce		离婚	FALSE	
1693	里面	裡面	lǐ miàn	adentro; interior	inside; interior		里面	FALSE	
1694	类	類	lèi	clase; categoría; amable; tipo	class; category; kind; type		类	FALSE	
1695	理发	理髮	lǐfà	corte de pelo	Haircut		理发	FALSE	
1696	理论	理論	lǐlùn	teoría	theory		理论	FALSE	
1697	理由	理由	lǐyóu	razón	Reason		理由	FALSE	
1698	理解	理解	lǐjiě	entender	Understand		理解	FALSE	
1699	力量	力量	lìliàng	fuerza	Power		力量	FALSE	
1700	力	力	lì	capacidad; capacidad; influencia; fuerza	ability; capability (influence); power; force		力	TRUE	
1701	利用	利用	lìyòng	utilizar	utilize		利用	FALSE	
1702	连	連	lián	incluso	even		连	FALSE	
1703	立刻	立刻	lìkè	inmediatamente	immediately		立刻	FALSE	
1704	连忙	連忙	liánmáng	apresuradamente	Hurriedly		连忙	FALSE	
1705	连续剧	連續劇	lián xù jù	serie; telenovela	series; soap opera		连续剧	FALSE	
1706	联合国	聯合國	lián hé guó	naciones unidas	United Nations		联合国	FALSE	
1707	连续	連續	liánxù	de serie	serial		连续	FALSE	
1708	联系	聯繫	liánxì	contacto	contact		联系	FALSE	
1709	联合	聯合	liánhé	unión	union		联合	FALSE	
1710	凉水	涼水	liáng shuǐ	agua fría; agua sin hervir	cold water; unboiled water		凉水	FALSE	
1711	了	瞭	le	marcador en tiempo pasado	past tense marker		了	TRUE	
1712	领	領	lǐng	dirigir; recibir; conseguir; entender	lead; receive; get; understand		领	FALSE	
1713	领导	領導	lǐngdǎo	líder	Leader		领导	FALSE	
1714	领先	領先	lǐngxiān	sigue adelante	keep ahead		领先	FALSE	
1715	另一方面	另一方面	lìng yì fāng miàn	por otro lado	on the other hand		另一方面	FALSE	
1716	留学	留學	liúxué	estudio en el extranjero	Overseas Study		留学	FALSE	
1717	龙	龍	lóng	continuar	dragon		龙	FALSE	
1718	另外	另外	lìngwài	además	in addition		另外	FALSE	
1719	录	錄	lù	registro; anote; copiar	record; write down; copy		录	FALSE	
1720	路线	路線	lù xiàn	camino; ruta; forma; línea	path; route; way; line		路线	FALSE	
1721	旅馆	旅館	lǚ guǎn	hotel	hotel		旅馆	FALSE	
1722	录音	錄音	lùyīn	grabación de sonido	Sound recording		录音	FALSE	
1723	旅行社	旅行社	lǚ xíng shè	agencia de viajes	travel agency		旅行社	FALSE	
1724	绿茶	綠茶	lǜ chá	té verde	green tea		绿茶	FALSE	
1725	落后	落後	luòhòu	hacia atrás	backward		落后	FALSE	
1726	麻烦	麻煩	máfan	problema	trouble		麻烦	FALSE	
1727	满足	滿足	mǎnzú	satisfacer	satisfy		满足	FALSE	
1728	乱	亂	luàn	caos	chaos		乱	FALSE	
1729	慢慢	慢慢	màn màn	despacio	slowly		慢慢	FALSE	
1730	马	馬	mǎ	caballo	Horse		马	FALSE	
1731	毛（名）	毛	máo	una unidad fraccional de dinero en china; cabello; pelo	a fractional unit of money in China; hair; fur		毛	TRUE	
1732	没用	沒用	méi yòng	inútil	useless		没用	FALSE	
1733	毛病	毛病	máobìng	problema	Trouble		毛病	FALSE	
1734	每	每	měi	cada	each		每	FALSE	
1735	媒体	媒體	méitǐ	medios de comunicación	media		媒体	FALSE	
1736	美	美	měi	hermoso; bonito	beautiful; pretty		美	FALSE	
1737	美丽	美麗	měilì	hermoso	beautiful		美丽	FALSE	
1738	美好	美好	měi hǎo	bien; feliz; glorioso	fine; happy; glorious		美好	FALSE	
1739	美术	美術	měishù	bellas artes	Fine Arts		美术	FALSE	
1740	美元	美元	měi yuán	dólar estadounidense	U.S. dollar		美元	FALSE	
1741	米（名）	米	mǐ	metro; arroz	meter; rice		米	TRUE	
1742	美食	美食	měi shí	comida deliciosa ; gastrónomo	delicious food ; gourmet		美食	FALSE	
1743	面对	面對	miànduì	rostro	Face		面对	FALSE	
1744	迷	迷	mí	admirador; confundido; estar loco por	fan; confused; be crazy about		迷	FALSE	
1745	民间	民間	mínjiān	no gubernamental	nongovernmental		民间	FALSE	
1746	民族	民族	mínzú	nación	Nation		民族	FALSE	
1747	面积	面積	miànjī	la medida del área	The measure of area		面积	FALSE	
1748	明确	明確	míngquè	para hacerlo claro	To make clear		明确	FALSE	
1749	命运	命運	mìngyùn	destino	fate		命运	FALSE	
1750	明显	明顯	míngxiǎn	obvio	obvious		明显	FALSE	
1751	某	某	mǒu	alguno	some		某	FALSE	
1752	母亲	母親	mǔqīn	madre	mother		母亲	FALSE	
1753	目标	目標	mùbiāo	objetivo	target		目标	FALSE	
1754	目前	目前	mùqián	actualmente	at present		目前	FALSE	
1755	木头	木頭	mùtou	madera	wood		木头	FALSE	
1756	男子	男子	nán zǐ	hombre; masculino	man; male		男子	FALSE	
1757	南部	南部	nán bù	sur	south		南部	FALSE	
1758	奶茶	奶茶	nǎi chá	té de la leche	milk tea		奶茶	FALSE	
1759	难道	難道	nándào	¿podría decirse que ...	could it be said that …		难道	FALSE	
1760	难度	難度	nán dù	dificultad	difficulty		难度	FALSE	
1761	内心	內心	nèi xīn	corazón; centro interior	heart; inner centre		内心	FALSE	
1762	内	內	nèi	dentro	within		内	FALSE	
1763	内容	內容	nèiróng	contenido	content		内容	FALSE	
1764	能不能	能不能	néng bù néng	puede o no	can or not		能不能	FALSE	
1765	年代	年代	niándài	años	years		年代	FALSE	
1766	能力	能力	nénglì	capacidad	ability		能力	FALSE	
1767	年初	年初	nián chū	inicio del año	beginning of the year		年初	FALSE	
1768	年纪	年紀	niánjì	edad	Age		年纪	FALSE	
1769	念	念	niàn	leer	Read		念	FALSE	
1770	年底	年底	nián dǐ	fin de año	end of the year		年底	FALSE	
1771	农民	農民	nóngmín	agricultor	farmer		农民	FALSE	
1772	牛（名）	牛	niú	ganado; buey; vaca; tenaz; corajudo; impresionante	cattle; ox; cow; stubborn; brave; awesome		牛	TRUE	
1773	农村	農村	nóngcūn	campo	countryside		农村	FALSE	
1774	农业	農業	nóngyè	agricultura	Agriculture		农业	FALSE	
1775	女子	女子	nǚ zǐ	mujer; femenino	woman; female		女子	FALSE	
1776	暖和	暖和	nuǎnhuo	cálido	warm		暖和	FALSE	
1777	怕（副）	怕	pà	temer; miedo; tal vez; asustado	be afraid; fear; dread; perhaps; afraid		怕	TRUE	
1778	拍	拍	pāi	derrotar	beat		拍	FALSE	
1779	排（动）	排	pái	arreglar; poner en orden; excluir; ensayar; fila; línea	arrange; put in order; exclude; rehearse; row; line		排	TRUE	
1780	排名	排名	pái míng	rango	rank		排名	FALSE	
1781	牌子	牌子	pái zi	marca; marca comercial; lámina; firmar	brand; trademark; plate; sign		牌子	FALSE	
1782	派	派	pài	enviar	send		派	FALSE	
1783	判断	判斷	pànduàn	juez	judge		判断	FALSE	
1784	配合	配合	pèihé	coordinación	Coordination		配合	FALSE	
1785	跑步	跑步	pǎobù	correr	Run		跑步	FALSE	
1786	胖	胖	pàng	gordo	fat		胖	FALSE	
1787	配	配	pèi	fósforo; mezcla; unirse; adaptar	match; mix; join; fit		配	FALSE	
1788	批评	批評	pīpíng	crítica	criticism		批评	FALSE	
1789	批准	批准	pīzhǔn	aprobación	Approval		批准	FALSE	
1790	皮	皮	pí	piel; cuero; pelo; cubrir; hoja	skin; leather; fur; cover; sheet		皮	FALSE	
1791	啤酒	啤酒	píjiǔ	cerveza	Beer		啤酒	FALSE	
1792	票价	票價	piào jià	precio del boleto; tarifa	ticket price; fare		票价	FALSE	
1793	皮包	皮包	pí bāo	cartera; maletín; portafolio	purse; briefcase; portfolio		皮包	FALSE	
1794	评价	評價	píngjià	evaluación	evaluation		评价	FALSE	
1795	苹果	蘋果	píngguǒ	manzana	Apple		苹果	FALSE	
1796	破坏	破壞	pòhuài	destrucción	Destruction		破坏	FALSE	
1797	普遍	普遍	pǔbiàn	universal	universal		普遍	FALSE	
1798	普及	普及	pǔjí	universal	Universal		普及	FALSE	
1799	期	期	qī	período; tiempo; término; esperar	period; time; term; expect		期	FALSE	
1800	破	破	pò	roto	broken		破	FALSE	
1801	齐	齊	qí	juntos; uniforme; limpio; estar nivelado con	together; uniform; neat; be level with		齐	FALSE	
1802	其实	其實	qíshí	de hecho	actually		其实	FALSE	
1803	其次	其次	qícì	en segundo lugar	Secondly		其次	FALSE	
1804	气候	氣候	qìhòu	clima	climate		气候	FALSE	
1805	千万	千萬	qiānwàn	debe	Must		千万	FALSE	
1806	前后	前後	qián hòu	frente y detrás; de principio a fin; alrededor	front and back; from start to finish; around		前后	FALSE	
1807	奇怪	奇怪	qíguài	extraño	strange		奇怪	FALSE	
1808	前进	前進	qián jìn	avance; avanzar; marzo	advance; go forward; march		前进	FALSE	
1809	前往	前往	qián wǎng	ir a; dejar para; proceder	go to; leave for; proceed		前往	FALSE	
1810	前面	前面	qiánmiàn	frente	Front		前面	FALSE	
1811	强	彊	qiáng	fuerte; poderoso; mejor	strong; powerful; better		强	FALSE	
1812	强大	強大	qiáng dà	poderoso; formidable; fuerte	powerful; formidable; strong		强大	FALSE	
1813	强调	強調	qiángdiào	enfatizar	Emphasize		强调	FALSE	
1814	强烈	強烈	qiángliè	fuerte	strong		强烈	FALSE	
1815	巧	巧	qiǎo	oportunamente; hábil; engañoso	opportunely; skilful; deceitful		巧	FALSE	
1816	桥	橋	qiáo	puente	Bridge		桥	FALSE	
1817	亲切	親切	qīnqiè	amable	kind		亲切	FALSE	
1818	亲人	親人	qīn rén	relativo	relative		亲人	FALSE	
1819	亲	親	qīn	estimado; cerca; íntimo; relativo	dear; close; intimate; relative		亲	FALSE	
1820	情感	情感	qíng gǎn	sentimiento; emoción	feeling; emotion		情感	FALSE	
1821	请教	請教	qǐngjiào	consultar	Consult		请教	FALSE	
1822	情况	情況	qíngkuàng	situación	Situation		情况	FALSE	
1823	亲自	親自	qīnzì	personalmente	personally		亲自	FALSE	
1824	球迷	球迷	qiúmí	fans (juego de pelota)	fans (ball game)		球迷	FALSE	
1825	取消	取消	qǔxiāo	cancelar	cancel		取消	FALSE	
1826	庆祝	慶祝	qìngzhù	celebrar	Celebrate		庆祝	FALSE	
1827	区	區	qū	área; distrito; región	area; district; region		区	FALSE	
1828	去世	去世	qùshì	muerte	Death		去世	FALSE	
1829	全场	全場	quán chǎng	toda la audiencia	the whole audience		全场	FALSE	
1830	全面	全面	quánmiàn	integral	comprehensive		全面	FALSE	
1831	全球	全球	quán qiú	global; el mundo entero	global; the whole world		全球	FALSE	
1832	区别	區別	qūbié	diferencia	Difference		区别	FALSE	
1833	缺少	缺少	quēshǎo	falta	Lack		缺少	FALSE	
1834	缺点	缺點	quēdiǎn	defecto	shortcoming		缺点	FALSE	
1835	缺	缺	quē	estar limitado de; falta	be short of; lack		缺	FALSE	
1836	确保	確保	quèbǎo	asegurar	ensure		确保	FALSE	
1837	确定	確定	quèdìng	determinar	Determine		确定	FALSE	
1838	群	群	qún	grupo	group		群	FALSE	
1839	确实	確實	quèshí	exactamente	Exactly		确实	FALSE	
1840	裙子	裙子	qúnzi	falda	skirt		裙子	FALSE	
1841	热烈	熱烈	rèliè	cálido	warm		热烈	FALSE	
1842	热爱	熱愛	rè’ài	amor ardientemente	Ardently love		热爱	FALSE	
1843	人才	人才	réncái	persona talentosa	talented person		人才	FALSE	
1844	人类	人類	rénlèi	seres humanos	Human beings		人类	FALSE	
1845	人工	人工	réngōng	artificial	artificial		人工	FALSE	
1846	人民	人民	rén mín	gente	people		人民	FALSE	
1847	人民币	人民幣	rénmínbì	rmb	RMB		人民币	FALSE	
1848	人群	人群	rén qún	multitud; multitud	crowd; throng		人群	FALSE	
1849	人生	人生	rénshēng	vida	Life		人生	FALSE	
1850	人员	人員	rényuán	personal	personnel		人员	FALSE	
1851	认得	認得	rèn dé	saber; reconocer	know; recognize		认得	FALSE	
1852	认出	認出	rèn chū	reconocer; identificar; dar a entender	recognize; identify; make out		认出	FALSE	
1853	认可	認可	rènkě	certificado; ratificar	certificate; ratify		认可	FALSE	
1854	任（动）	任	rèn	nombrar; asignar	appoint; assign		任	FALSE	
1855	任何	任何	rènhé	lo que sea, cualquiera	whatever, any		任何	FALSE	
1856	仍然	仍然	réngrán	aún	still		仍然	FALSE	
1857	仍	仍	réng	aún; permanecer; todavía	still; remain; yet		仍	FALSE	
1858	任务	任務	rènwu	tarea	task		任务	FALSE	
1859	日常	日常	rìcháng	a diario	daily		日常	FALSE	
1860	如何	如何	rúhé	cómo	How		如何	FALSE	
1861	容易	容易	róngyì	fácilmente	easily		容易	FALSE	
1862	沙发	沙發	shāfā	sofá	Sofa		沙发	FALSE	
1863	散步	散步	sànbù	dar un paseo	Take a walk		散步	FALSE	
1864	伤心	傷心	shāngxīn	triste	Sad		伤心	FALSE	
1865	伤	傷	shāng	herir; ser dañino; estar angustiado; cansarse de	hurt; be harmful; be distressed; get sick of		伤	FALSE	
1866	商业	商業	shāngyè	negocio	business		商业	FALSE	
1867	商品	商品	shāngpǐn	producto	commodity		商品	FALSE	
1868	上面	上面	shàng miàn	arriba; encima de	above; on top of		上面	FALSE	
1869	上去	上去	shàng qù	subir	go up		上去	FALSE	
1870	上来	上來	shàng lái	sube	come up		上来	FALSE	
1871	上升	上昇	shàng shēng	elevar; subir	rise; go up		上升	FALSE	
1872	沙子	沙子	shā zi	arena; arena	sand; grit		沙子	FALSE	
1873	上衣	上衣	shàng yī	prenda exterior superior; chaqueta; abrigo	upper outer garment; jacket; coat		上衣	FALSE	
1874	设计	設計	shèjì	diseño	Design		设计	FALSE	
1875	设备	設備	shèbèi	equipo	equipment		设备	FALSE	
1876	设立	設立	shèlì	establecer	Establish		设立	FALSE	
1877	身份证	身份證	shēn fèn zhèng	tarjeta de identificación	ID card		身份证	FALSE	
1878	社会	社會	shèhuì	sociedad	Socioty		社会	FALSE	
1879	深刻	深刻	shēnkè	profundo	profound		深刻	FALSE	
1880	深	深	shēn	profundo	deep		深	FALSE	
1881	深入	深入	shēn rù	entrar profundamente en; exhaustivo	go deep into; thorough		深入	FALSE	
1882	生产	生產	shēngchǎn	producción	production		生产	FALSE	
1883	生存	生存	shēngcún	existencia	Existence		生存	FALSE	
1884	升	陞	shēng	elevar	rise		升	FALSE	
1885	生动	生動	shēngdòng	vívido	vivid		生动	FALSE	
1886	生命	生命	shēngmìng	vida	life		生命	FALSE	
1887	生意	生意	shēngyi	negocio	business		生意	FALSE	
1888	生长	生長	shēngzhǎng	crecer	grow		生长	FALSE	
1889	生（形）	生	shēng	inmaduro; verde; viviendo; crudo; desconocido; dar a luz; nacer	unripe; green; living; raw; unfamiliar; give birth; be born		生	TRUE	
1890	声明	聲明	shēngmíng	declaración	statement		声明	FALSE	
1891	胜	勝	shèng	ganar; fracaso; derrotar; puede soportar; ser superior	win; defeat; beat; can bear; be superior		胜	FALSE	
1892	胜利	勝利	shènglì	victoria	victory		胜利	FALSE	
1893	石头	石頭	shítou	piedra	stone		石头	FALSE	
1894	石油	石油	shíyóu	petróleo	petroleum		石油	FALSE	
1895	时	時	shí	tiempo; veces; hora; estación; tenso	time; times; hour; season; tense		时	FALSE	
1896	失去	失去	shīqù	perder	Lose		失去	FALSE	
1897	时代	時代	shídài	veces	times		时代	FALSE	
1898	实际上	實際上	shí jì shàng	de hecho	actually		实际上	FALSE	
1899	实行	實行	shíxíng	implementar	Implement		实行	FALSE	
1900	实力	實力	shílì	fortaleza	Strength		实力	FALSE	
1901	时刻	時刻	shíkè	tiempo	time		时刻	FALSE	
1902	实验室	實驗室	shí yàn shì	laboratorio	laboratory		实验室	FALSE	
1903	实验	實驗	shíyàn	experimento	Experiment		实验	FALSE	
1904	食品	食品	shí pǐn	alimento; productos alimenticios	food; foodstuff		食品	FALSE	
1905	始终	始終	shǐzhōng	a lo largo de	Throughout		始终	FALSE	
1906	使	使	shǐ	hacer	make		使	FALSE	
1907	世纪	世紀	shìjì	siglo	century		世纪	FALSE	
1908	世界	世界	shìjiè	mundo	world		世界	FALSE	
1909	市场	市場	shìchǎng	mercado	market		市场	FALSE	
1910	世界杯	世界杯	shì jiè bēi	copa mundial	World Cup		世界杯	FALSE	
1911	事故	事故	shìgù	accidente	Accident		事故	FALSE	
1912	事件	事件	shìjiàn	evento	Event		事件	FALSE	
1913	事实	事實	shìshí	hecho	Fact		事实	FALSE	
1914	事实上	事實上	shì shí shàng	en realidad; de hecho	in fact; actually		事实上	FALSE	
1915	事业	事業	shìyè	carrera	career		事业	FALSE	
1916	试验	試驗	shìyàn	prueba	test		试验	FALSE	
1917	试题	試題	shì tí	preguntas de prueba	test questions		试题	FALSE	
1918	适合	適合	shìhé	adaptar	Fit		适合	FALSE	
1919	适用	適用	shì yòng	ser aplicable; ser adecuado	be applicable; be suitable		适用	FALSE	
1920	适应	適應	shìyìng	adaptar	Adapt		适应	FALSE	
1921	收费	收費	shōu fèi	cobrar tarifas; cargar	collect fees; charge		收费	FALSE	
1922	收看	收看	shōu kàn	mirar	watch		收看	FALSE	
1923	室	室	shì	habitación	room		室	FALSE	
1924	收听	收聽	shōu tīng	escucha a; escucha en	listen to; listen in		收听	FALSE	
1925	手续	手續	shǒuxù	procedimientos	procedures		手续	FALSE	
1926	收音机	收音機	shōuyīnjī	radio	radio		收音机	FALSE	
1927	首都	首都	shǒudū	capital	capital		首都	FALSE	
1928	手指	手指	shǒuzhǐ	dedo	finger		手指	FALSE	
1929	首先	首先	shǒuxiān	primero	First		首先	FALSE	
1930	受伤	受傷	shòushāng	herido	Injured		受伤	FALSE	
1931	受	受	shòu	ser sujeto; sufrir; recibir; aceptar; pararse	be subjecte; suffer; receive; accept; stand		受	FALSE	
1932	输	輸	shū	perder	lose		输	FALSE	
1933	书架	書架	shūjià	estante para libros	bookshelf		书架	FALSE	
1934	熟人	熟人	shú rén	conocido	acquaintance		熟人	FALSE	
1935	输入	輸入	shūrù	importar; aporte	import; input		输入	FALSE	
1936	属	屬	shǔ	nacer en el año de (uno de los doce animales); pertenecer	be born in the year of (one of the twelve animals); belong		属	FALSE	
1937	束	束	shù	haz	beam		束	FALSE	
1938	属于	屬於	shǔyú	pertenece a	belong to		属于	FALSE	
1939	双方	雙方	shuāngfāng	ambos lados	both sides		双方	FALSE	
1940	数量	數量	shùliàng	cantidad	quantity		数量	FALSE	
1941	思想	思想	sīxiǎng	pensamiento	thought		思想	FALSE	
1942	双	雙	shuāng	doble	double		双	FALSE	
1943	死	死	sǐ	morir	die		死	FALSE	
1944	速度	速度	sùdù	velocidad	speed		速度	FALSE	
1945	随	隨	suí	seguir; cumplir con; adaptar	follow; comply with; adapt		随	FALSE	
1946	所（名、量）	所	suǒ	lugar; oficina; lugar; (palabra de medida)	place; office; spot; (measure word)		所	TRUE	
1947	台	颱	tái	plataforma	platform		台	FALSE	
1948	所长	所長	suǒ zhǎng	superintendente	superintendent		所长	FALSE	
1949	谈判	談判	tánpàn	negociación	negotiation		谈判	FALSE	
1950	谈话	談話	tán huà	conversación; hablar; charlar	conversation; talk; chat		谈话	FALSE	
1951	谈	談	tán	hablar	talk		谈	FALSE	
1952	汤	湯	tāng	sopa	soup		汤	FALSE	
1953	糖	餹	táng	azúcar	sugar		糖	FALSE	
1954	特色	特色	tèsè	característica	characteristic		特色	FALSE	
1955	提问	提問	tíwèn	poner preguntas a	Put questions to		提问	FALSE	
1956	提前	提前	tíqián	avance	Advance		提前	FALSE	
1957	体会	體會	tǐhuì	experiencia	Experience		体会	FALSE	
1958	体现	體現	tǐxiàn	reflejar	Reflect		体现	FALSE	
1959	题目	題目	tímù	sujeto	subject		题目	FALSE	
1960	体验	體驗	tǐyàn	experiencia; gusto	experience; taste		体验	FALSE	
1961	天空	天空	tiānkōng	cielo	sky		天空	FALSE	
1962	甜	甜	tián	dulce	sweet		甜	FALSE	
1963	跳	跳	tiào	saltar; salto; saltar; rebotar	jump; leap; skip; bounce		跳	FALSE	
1964	跳高	跳高	tiào gāo	salto alto	high jump		跳高	FALSE	
1965	跳远	跳遠	tiào yuǎn	salto largo; salto de longitud	long jump; broad jump		跳远	FALSE	
1966	调整	調整	tiáozhěng	ajustamiento	adjustment		调整	FALSE	
1967	铁	鐵	tiě	hierro	iron		铁	FALSE	
1968	跳舞	跳舞	tiàowǔ	bailar	dance		跳舞	FALSE	
1969	听众	聽眾	tīng zhòng	audiencia; oyentes	audience; listeners		听众	FALSE	
1970	听力	聽力	tīng lì	audiencia; comprensión auditiva	hearing; aural comprehension		听力	FALSE	
1971	通常	通常	tōngcháng	generalmente	usually		通常	FALSE	
1972	通信	通信	tōng xìn	comunicar; corresponder	communicate; correspond		通信	FALSE	
1973	铁路	鐵路	tiě lù	ferrocarril; ferrocarril	railway; railroad		铁路	FALSE	
1974	停止	停止	tíng zhǐ	detener; cesar; suspender; cancelar; detener	stop; cease; suspend; call off; halt		停止	FALSE	
1975	同意	同意	tóngyì	aceptar	Agree		同意	FALSE	
1976	痛苦	痛苦	tòngkǔ	dolor	Pain		痛苦	FALSE	
1977	痛（形）	痛	tòng	doloroso; doloroso; triste	sore; painful; sad		痛	TRUE	
1978	头（形）	頭	tóu	dirigir; cabeza	lead; head		头	TRUE	
1979	头脑	頭腦	tóu nǎo	mente; cerebro	mind; brain		头脑	FALSE	
1980	突出	突出	tūchū	prominente	prominent		突出	FALSE	
1981	图	圖	tú	imagen; cuadro; dibujo; esquema; intención	picture; chart; drawing; scheme; intention		图	FALSE	
1982	突然	突然	tūrán	de repente	suddenly		突然	FALSE	
1983	图画	圖畫	tú huà	dibujo; imagen; cuadro	drawing; picture; painting		图画	FALSE	
1984	土（名）	土	tǔ	local; nativo; gente; indígena; pasado de moda; suelo; tierra;	local; native; folk; indigenous; unfashionable; soil; earth; land; ground		土	TRUE	
1985	团	糰	tuán	grupo	group		团	FALSE	
1986	团结	團結	tuánjié	unir	Unite		团结	FALSE	
1987	团体	團體	tuántǐ	grupo	group		团体	FALSE	
1988	推动	推動	tuī dòng	promover; empujar hacia adelante; dar impulso a	promote; push forward; give impetus to		推动	FALSE	
1989	推广	推廣	tuīguǎng	extensión	Extension		推广	FALSE	
1990	推进	推進	tuī jìn	avance; llevar adelante; empuja; dar impulso a	advance; carry forward; push on; give impetus to		推进	FALSE	
1991	推开	推開	tuī kāi	empujar	push away		推开	FALSE	
1992	退	退	tuì	retiro	retreat		退	FALSE	
1993	退出	退出	tuì chū	abandonar; abandonar; retirar	drop out; quit; withdraw		退出	FALSE	
1994	退休	退休	tuìxiū	jubilarse	retire		退休	FALSE	
1995	外交	外交	wàijiāo	diplomacia	diplomacy		外交	FALSE	
1996	外文	外文	wài wén	idioma extranjero	foreign language		外文	FALSE	
1997	完美	完美	wánměi	perfecto	perfect		完美	FALSE	
1998	外面	外面	wài miàn	afuera; al aire libre; aspecto externo	outside; outdoors; outward appearance		外面	FALSE	
1999	完整	完整	wánzhěng	completo	complete		完整	FALSE	
2000	完善	完善	wánshàn	perfecto, consumado	perfect, consummate		完善	FALSE	
2001	玩具	玩具	wánjù	juguetes	Toys		玩具	FALSE	
2002	往往	往往	wǎngwǎng	a menudo	Often		往往	FALSE	
2003	危险	危險	wēixiǎn	peligro	danger		危险	FALSE	
2004	危害	危害	wēihài	dañar	Harm		危害	FALSE	
2005	为（动）	爲	wéi	actuar de; convertirse en; ser; significar; por	act as; become; be; mean; by		为	TRUE	
2006	伟大	偉大	wěidà	excelente	great		伟大	FALSE	
2007	卫生间	衛生間	wèishēngjiān	baño	toilet		卫生间	FALSE	
2008	卫生	衛生	wèi shēng	higiene; salud; saneamiento	hygiene; health; sanitation		卫生	FALSE	
2009	为了	為了	wèile	con el fin de	in order to		为了	FALSE	
2010	温暖	溫暖	wēnnuǎn	cálido	warm		温暖	FALSE	
2011	围	圍	wéi	encerrar; rodear; círculo	enclose; surround; circle		围	FALSE	
2012	文化	文化	wénhuà	cultura	Culture		文化	FALSE	
2013	文明	文明	wénmíng	civilización	civilization		文明	FALSE	
2014	文件	文件	wénjiàn	archivo	file		文件	FALSE	
2015	文章	文章	wénzhāng	artículo	Article		文章	FALSE	
2016	文学	文學	wénxué	literatura	literature		文学	FALSE	
2017	握手	握手	wòshǒu	apretón de manos	Handshake		握手	FALSE	
2018	屋子	屋子	wūzi	casa	House		屋子	FALSE	
2019	武器	武器	wǔqì	brazos	arms		武器	FALSE	
2020	武术	武術	wǔshù	un arte marcial	A martial art		武术	FALSE	
2021	文字	文字	wénzì	escritura, personaje	writing, character		文字	FALSE	
2022	西部	西部	xī bù	oeste	west		西部	FALSE	
2023	舞台	舞臺	wǔ tái	escenario; arena	stage; arena		舞台	FALSE	
2024	下来	下來	xià lái	baja; bajar	come down; get down		下来	FALSE	
2025	系	繫	xì	departamento	department		系	TRUE	
2026	希望	希望	xīwàng	esperanza	hope		希望	FALSE	
2027	下去	下去	xià qù	bajar; descender; seguir; continuar	go down; descend; go on; continue		下去	FALSE	
2028	显然	顯然	xiǎnrán	obviamente	Obviously		显然	FALSE	
2029	先进	先進	xiānjìn	avanzado	advanced		先进	FALSE	
2030	显得	顯得	xiǎnde	aparecer	Appear		显得	FALSE	
2031	下面	下麵	xià miàn	abajo; bajo; próximo	below; under; next		下面	FALSE	
2032	显示	顯示	xiǎnshì	mostrar	display		显示	FALSE	
2033	现场	現場	xiànchǎng	escena	scene		现场	FALSE	
2034	现代	現代	xiàndài	moderno	modern		现代	FALSE	
2035	现金	現金	xiànjīn	dinero	cash		现金	FALSE	
2036	现实	現實	xiànshí	realidad	reality		现实	FALSE	
2037	线	線	xiàn	hilo; cadena; cable; línea; ruta	thread; string; wire; line; route		线	FALSE	
2038	相当	相當	xiāngdāng	bastante	Quite		相当	FALSE	
